Workout Date;Set;Weight (kg);Rep;MV (m/s)
23/06/2021;6;150;7;0.51
23/06/2021;6;150;8;0.92
23/06/2021;6;150;8;0.5
23/06/2021;6;150;9;0.9
23/06/2021;6;150;9;0.49
23/06/2021;6;150;10;0.97
23/06/2021;6;150;10;0.48
23/06/2021;6;150;11;1.01
23/06/2021;6;150;11;0.41
23/06/2021;6;150;12;1.21
23/06/2021;6;150;12;0.37
23/06/2021;6;150;13;1.16
23/06/2021;6;150;13;0.42
23/06/2021;6;150;14;0.94
23/06/2021;6;150;14;0.36
23/06/2021;6;150;15;0.97
23/06/2021;6;150;15;0.35
23/06/2021;6;150;16;0.94
23/06/2021;6;150;16;0.35
23/06/2021;6;150;17;1
23/06/2021;7;150;1;0.45
23/06/2021;7;150;2;0.9
23/06/2021;7;150;2;0.48
23/06/2021;7;150;3;1.17
23/06/2021;7;150;3;0.45
23/06/2021;7;150;4;1.19
23/06/2021;7;150;4;0.52
23/06/2021;7;150;5;1.09
23/06/2021;7;150;5;0.47
23/06/2021;7;150;6;1.21
23/06/2021;7;150;6;0.49
23/06/2021;7;150;7;1.05
23/06/2021;7;150;7;0.45
23/06/2021;7;150;8;1.2
23/06/2021;7;150;8;0.43
23/06/2021;7;150;9;1.22
23/06/2021;7;150;9;0.37
23/06/2021;7;150;10;1.23
23/06/2021;7;150;10;0.42
23/06/2021;7;150;11;0.96
23/06/2021;7;150;11;0.41
23/06/2021;7;150;12;1.01
23/06/2021;7;150;12;0.42
23/06/2021;7;150;13;1.01
23/06/2021;7;150;13;0.35
23/06/2021;7;150;14;1.02
23/06/2021;7;150;14;0.37
23/06/2021;7;150;15;0.9
23/06/2021;7;150;15;0.32
23/06/2021;7;150;16;0.89
14/06/2021;1;120;1;0.73
14/06/2021;1;120;2;0.86
14/06/2021;1;120;2;0.68
14/06/2021;1;120;3;1.05
14/06/2021;1;120;3;0.75
14/06/2021;1;120;4;1.09
14/06/2021;2;160;1;0.55
14/06/2021;2;160;2;1.19
14/06/2021;3;210;1;0.32
14/06/2021;3;210;2;0.93
14/06/2021;4;150;1;0.49
14/06/2021;4;150;2;0.81
14/06/2021;4;150;2;0.56
14/06/2021;4;150;3;0.77
14/06/2021;4;150;3;0.44
14/06/2021;4;150;4;0.78
14/06/2021;4;150;4;0.52
14/06/2021;4;150;5;0.76
14/06/2021;4;150;5;0.53
14/06/2021;4;150;6;0.8
14/06/2021;4;150;6;0.54
14/06/2021;4;150;7;0.87
14/06/2021;4;150;7;0.52
14/06/2021;4;150;8;0.95
14/06/2021;4;150;8;0.51
14/06/2021;4;150;9;0.91
14/06/2021;4;150;9;0.5
14/06/2021;4;150;10;0.88
14/06/2021;4;150;10;0.47
14/06/2021;4;150;11;0.92
14/06/2021;4;150;11;0.48
14/06/2021;4;150;12;0.92
14/06/2021;4;150;12;0.46
14/06/2021;4;150;13;0.88
14/06/2021;4;150;13;0.44
14/06/2021;4;150;14;0.89
14/06/2021;4;150;14;0.43
14/06/2021;4;150;15;0.94
14/06/2021;4;150;15;0.4
14/06/2021;4;150;16;0.83
14/06/2021;5;150;1;0.49
14/06/2021;5;150;2;0.83
14/06/2021;5;150;2;0.51
14/06/2021;5;150;3;0.78
14/06/2021;5;150;3;0.47
14/06/2021;5;150;4;0.84
14/06/2021;5;150;4;0.48
14/06/2021;5;150;5;0.84
14/06/2021;5;150;5;0.5
14/06/2021;5;150;6;0.87
14/06/2021;5;150;6;0.5
14/06/2021;5;150;7;0.87
14/06/2021;5;150;7;0.45
14/06/2021;5;150;8;0.79
14/06/2021;5;150;8;0.46
14/06/2021;5;150;9;0.85
14/06/2021;5;150;9;0.43
14/06/2021;5;150;10;0.81
14/06/2021;5;150;10;0.4
14/06/2021;5;150;11;0.72
14/06/2021;5;150;11;0.37
14/06/2021;5;150;12;0.71
14/06/2021;5;150;12;0.38
14/06/2021;5;150;13;0.71
14/06/2021;5;150;13;0.39
14/06/2021;5;150;14;0.78
14/06/2021;5;150;14;0.35
14/06/2021;5;150;15;0.84
14/06/2021;5;150;15;0.32
14/06/2021;5;150;16;0.85
01/06/2021;1;120;1;0.66
01/06/2021;1;120;2;0.99
01/06/2021;1;120;2;0.81
01/06/2021;1;120;3;0.99
01/06/2021;1;120;3;0.74
01/06/2021;1;120;4;1.03
01/06/2021;2;150;1;0.55
01/06/2021;2;150;2;1.1
01/06/2021;2;150;2;0.7
01/06/2021;2;150;3;0.97
01/06/2021;3;170;1;0.46
01/06/2021;3;170;2;0.81
01/06/2021;3;170;2;0.56
01/06/2021;3;170;3;1.04
01/06/2021;4;200;1;0.35
01/06/2021;4;200;2;1.21
01/06/2021;5;160;1;0.37
01/06/2021;5;160;2;0.85
01/06/2021;5;160;2;0.51
01/06/2021;5;160;3;0.68
01/06/2021;5;160;3;0.48
01/06/2021;5;160;4;0.93
01/06/2021;5;160;4;0.52
01/06/2021;5;160;5;0.66
01/06/2021;5;160;5;0.46
01/06/2021;5;160;6;0.86
01/06/2021;5;160;6;0.47
01/06/2021;5;160;7;0.91
01/06/2021;5;160;7;0.46
01/06/2021;5;160;8;0.85
01/06/2021;5;160;8;0.42
01/06/2021;5;160;9;0.91
01/06/2021;6;100;1;0.63
01/06/2021;6;100;2;0.66
01/06/2021;6;100;3;0.59
01/06/2021;6;100;4;0.52
01/06/2021;6;100;5;0.63
01/06/2021;6;100;6;0.62
01/06/2021;6;100;7;0.64
01/06/2021;6;100;8;0.68
01/06/2021;6;100;9;0.68
01/06/2021;6;100;10;0.72
01/06/2021;6;100;11;0.68
01/06/2021;6;100;12;0.67
01/06/2021;6;100;13;0.65
01/06/2021;6;100;14;0.65
01/06/2021;6;100;15;0.62
01/06/2021;6;100;16;0.68
01/06/2021;6;100;17;0.65
01/06/2021;6;100;18;0.6
01/06/2021;6;100;19;0.64
01/06/2021;6;100;20;0.59
01/06/2021;6;100;21;0.62
01/06/2021;6;100;22;0.6
01/06/2021;6;100;23;0.6
01/06/2021;6;100;24;0.47
01/06/2021;6;100;25;0.57
01/06/2021;6;100;26;0.52
01/06/2021;6;100;27;0.55
01/06/2021;6;100;28;0.53
01/06/2021;6;100;29;0.46
01/06/2021;6;100;30;0.54
01/06/2021;6;100;31;0.48
01/06/2021;6;100;32;0.47
01/06/2021;7;100;1;0.56
01/06/2021;7;100;2;0.71
01/06/2021;7;100;2;0.48
01/06/2021;7;100;3;0.88
01/06/2021;7;100;3;0.62
01/06/2021;7;100;4;0.86
01/06/2021;7;100;4;0.54
01/06/2021;7;100;5;0.94
01/06/2021;7;100;5;0.67
01/06/2021;7;100;6;0.82
01/06/2021;7;100;6;0.62
01/06/2021;7;100;7;0.78
01/06/2021;7;100;7;0.64
01/06/2021;7;100;8;0.84
01/06/2021;7;100;8;0.64
01/06/2021;7;100;9;0.9
01/06/2021;7;100;9;0.66
01/06/2021;7;100;10;0.93
01/06/2021;7;100;10;0.59
01/06/2021;7;100;11;0.86
01/06/2021;7;100;11;0.61
01/06/2021;7;100;12;0.93
01/06/2021;7;100;12;0.65
01/06/2021;7;100;13;0.86
01/06/2021;7;100;13;0.61
01/06/2021;7;100;14;0.74
01/06/2021;7;100;14;0.59
01/06/2021;7;100;15;0.96
01/06/2021;7;100;15;0.53
01/06/2021;7;100;16;0.94
01/06/2021;7;100;16;0.49
01/06/2021;7;100;17;0.68
01/06/2021;7;100;17;0.5
01/06/2021;7;100;18;0.84
01/06/2021;7;100;18;0.53
01/06/2021;7;100;19;0.74
01/06/2021;7;100;19;0.56
01/06/2021;7;100;20;0.86
01/06/2021;7;100;20;0.49
01/06/2021;7;100;21;0.63
01/06/2021;7;100;21;0.51
01/06/2021;7;100;22;0.73
01/06/2021;7;100;22;0.49
01/06/2021;7;100;23;0.83
01/06/2021;7;100;23;0.5
01/06/2021;7;100;24;0.76
21/05/2021;1;120;1;0.73
21/05/2021;1;120;2;0.81
21/05/2021;1;120;2;0.76
21/05/2021;1;120;3;1.08
21/05/2021;2;150;1;0.63
21/05/2021;2;150;2;1.03
21/05/2021;3;170;1;0.51
21/05/2021;3;170;2;1.04
21/05/2021;4;200;1;0.37
21/05/2021;4;200;2;1.02
21/05/2021;5;150;1;0.53
21/05/2021;5;150;2;0.88
21/05/2021;5;150;2;0.52
21/05/2021;5;150;3;0.91
21/05/2021;5;150;3;0.51
21/05/2021;5;150;4;0.84
21/05/2021;5;150;4;0.49
21/05/2021;5;150;5;0.83
21/05/2021;5;150;5;0.47
21/05/2021;5;150;6;0.88
21/05/2021;5;150;6;0.4
21/05/2021;5;150;7;0.68
21/05/2021;5;150;7;0.39
21/05/2021;5;150;8;0.84
21/05/2021;5;150;8;0.44
21/05/2021;5;150;9;0.79
21/05/2021;6;150;1;0.48
21/05/2021;6;150;2;0.78
21/05/2021;6;150;2;0.51
21/05/2021;6;150;3;0.85
21/05/2021;6;150;3;0.45
21/05/2021;6;150;4;0.9
21/05/2021;6;150;4;0.5
21/05/2021;6;150;5;0.68
21/05/2021;6;150;5;0.48
21/05/2021;6;150;6;0.8
21/05/2021;6;150;6;0.48
21/05/2021;6;150;7;0.87
21/05/2021;6;150;7;0.49
21/05/2021;6;150;8;0.89
21/05/2021;6;150;8;0.49
21/05/2021;6;150;9;0.86
21/05/2021;7;150;1;0.6
21/05/2021;7;150;2;1.02
21/05/2021;7;150;2;0.59
21/05/2021;7;150;3;1.01
21/05/2021;7;150;3;0.57
21/05/2021;7;150;4;1.01
21/05/2021;7;150;4;0.56
21/05/2021;7;150;5;0.98
21/05/2021;7;150;5;0.54
21/05/2021;7;150;6;0.99
21/05/2021;7;150;6;0.48
21/05/2021;7;150;7;0.99
21/05/2021;7;150;7;0.54
21/05/2021;7;150;8;1.01
21/05/2021;7;150;8;0.45
21/05/2021;7;150;9;0.89
18/05/2021;1;120;1;0.73
18/05/2021;1;120;2;1.02
18/05/2021;1;120;2;0.76
18/05/2021;1;120;3;0.94
18/05/2021;2;150;1;0.61
18/05/2021;2;150;2;0.99
18/05/2021;3;170;1;0.49
18/05/2021;3;170;2;0.94
18/05/2021;4;200;1;0.31
18/05/2021;4;200;2;1.21
18/05/2021;5;200;1;0.34
18/05/2021;5;200;2;1.23
18/05/2021;6;150;1;0.5
18/05/2021;6;150;2;0.93
18/05/2021;6;150;2;0.6
18/05/2021;6;150;3;0.99
18/05/2021;6;150;3;0.59
18/05/2021;6;150;4;0.97
18/05/2021;6;150;4;0.55
18/05/2021;6;150;5;1.07
18/05/2021;6;150;5;0.54
18/05/2021;6;150;6;1
18/05/2021;6;150;6;0.52
18/05/2021;6;150;7;1.06
18/05/2021;6;150;7;0.47
18/05/2021;6;150;8;1.14
18/05/2021;6;150;8;0.43
18/05/2021;6;150;9;0.36
18/05/2021;6;150;9;0.87
18/05/2021;7;150;1;0.55
18/05/2021;7;150;2;1.02
18/05/2021;7;150;2;0.58
18/05/2021;7;150;3;1.04
18/05/2021;7;150;3;0.56
18/05/2021;7;150;4;1.04
18/05/2021;7;150;4;0.48
18/05/2021;7;150;5;0.97
18/05/2021;7;150;5;0.54
18/05/2021;7;150;6;1.01
18/05/2021;7;150;6;0.51
18/05/2021;7;150;7;0.97
18/05/2021;7;150;7;0.46
18/05/2021;7;150;8;1.01
18/05/2021;7;150;8;0.48
18/05/2021;7;150;9;1.02
18/05/2021;8;150;1;0.42
18/05/2021;8;150;2;0.89
18/05/2021;8;150;2;0.48
18/05/2021;8;150;3;0.91
18/05/2021;8;150;3;0.44
18/05/2021;8;150;4;0.93
18/05/2021;8;150;4;0.42
18/05/2021;8;150;5;0.92
18/05/2021;8;150;5;0.38
18/05/2021;8;150;6;0.91
18/05/2021;8;150;6;0.42
18/05/2021;8;150;7;0.92
18/05/2021;8;150;7;0.36
18/05/2021;8;150;8;0.84
18/05/2021;8;150;8;0.32
18/05/2021;8;150;9;0.81
30/04/2021;1;120;1;0.58
30/04/2021;1;120;2;0.81
30/04/2021;1;120;2;0.74
30/04/2021;1;120;3;0.91
30/04/2021;1;120;3;0.73
30/04/2021;1;120;4;1.04
30/04/2021;2;150;1;0.55
30/04/2021;2;150;2;0.85
30/04/2021;2;150;2;0.59
30/04/2021;2;150;3;0.86
30/04/2021;3;180;1;0.46
30/04/2021;3;180;2;1.16
30/04/2021;4;180;1;0.37
30/04/2021;4;180;2;0.75
30/04/2021;4;180;2;0.42
30/04/2021;4;180;3;0.98
30/04/2021;4;180;3;0.41
30/04/2021;4;180;4;0.94
30/04/2021;4;180;4;0.42
30/04/2021;4;180;5;0.93
30/04/2021;4;180;5;0.39
30/04/2021;4;180;6;0.75
30/04/2021;4;180;6;0.36
30/04/2021;4;180;7;0.89
30/04/2021;4;180;7;0.39
30/04/2021;4;180;8;0.93
30/04/2021;4;180;8;0.37
30/04/2021;4;180;9;0.92
30/04/2021;4;180;9;0.33
30/04/2021;4;180;10;0.88
03/04/2021;1;150;1;0.58
03/04/2021;1;150;2;1.03
03/04/2021;1;150;2;0.61
03/04/2021;1;150;3;0.98
03/04/2021;2;180;1;0.41
03/04/2021;2;180;2;1.16
03/04/2021;3;210;1;0.28
03/04/2021;3;210;2;0.87
03/04/2021;4;210;1;0.35
03/04/2021;4;210;2;0.85
03/04/2021;5;180;1;0.39
03/04/2021;5;180;2;1.16
03/04/2021;5;180;2;0.45
03/04/2021;5;180;3;1.2
03/04/2021;5;180;3;0.43
03/04/2021;5;180;4;1.14
03/04/2021;5;180;4;0.42
03/04/2021;5;180;5;1
03/04/2021;5;180;5;0.38
03/04/2021;5;180;6;1
03/04/2021;5;180;6;0.35
03/04/2021;5;180;7;1.06
03/04/2021;5;180;7;0.35
03/04/2021;5;180;8;1.12
03/04/2021;5;180;8;0.35
03/04/2021;5;180;9;1.05
12/03/2021;1;150;1;0.6
12/03/2021;1;150;2;0.98
12/03/2021;1;150;2;0.63
12/03/2021;1;150;3;1.1
12/03/2021;2;170;1;0.51
12/03/2021;2;170;2;1.08
12/03/2021;3;200;1;0.38
12/03/2021;3;200;2;1.31
12/03/2021;4;180;1;0.35
12/03/2021;4;180;2;0.85
12/03/2021;4;180;2;0.37
12/03/2021;4;180;3;1.07
12/03/2021;4;180;3;0.38
12/03/2021;4;180;4;0.96
12/03/2021;4;180;4;0.39
12/03/2021;4;180;5;0.97
12/03/2021;4;180;5;0.37
12/03/2021;4;180;6;0.96
12/03/2021;5;180;1;0.36
12/03/2021;5;180;2;0.74
12/03/2021;5;180;2;0.32
12/03/2021;5;180;3;0.75
19/02/2021;1;120;1;0.65
19/02/2021;1;120;2;0.8
19/02/2021;1;120;2;0.68
19/02/2021;1;120;3;1
19/02/2021;2;150;1;0.6
19/02/2021;2;150;2;1.1
19/02/2021;2;150;2;0.53
19/02/2021;2;150;3;0.97
19/02/2021;3;170;1;0.44
19/02/2021;3;170;2;1.01
19/02/2021;4;200;1;0.29
19/02/2021;4;200;2;0.72
19/02/2021;5;180;1;0.36
19/02/2021;5;180;2;0.99
19/02/2021;5;180;2;0.37
19/02/2021;5;180;3;0.89
19/02/2021;5;180;3;0.36
19/02/2021;5;180;4;0.88
19/02/2021;5;180;4;0.34
19/02/2021;5;180;5;0.97
19/02/2021;5;180;5;0.29
19/02/2021;5;180;6;0.81
19/02/2021;6;180;1;0.32
19/02/2021;6;180;2;0.84
19/02/2021;6;180;2;0.36
19/02/2021;6;180;3;0.94
19/02/2021;6;180;3;0.33
19/02/2021;6;180;4;0.89
19/02/2021;6;180;4;0.31
19/02/2021;6;180;5;0.83
19/02/2021;6;180;5;0.3
19/02/2021;6;180;6;0.72
19/02/2021;7;180;1;0.28
19/02/2021;7;180;2;0.82
19/02/2021;7;180;2;0.34
19/02/2021;7;180;3;0.9
19/02/2021;7;180;3;0.34
19/02/2021;7;180;4;0.87
19/02/2021;7;180;4;0.34
19/02/2021;7;180;5;0.95
19/02/2021;7;180;5;0.3
19/02/2021;7;180;6;0.84
09/02/2021;1;150;1;0.69
09/02/2021;1;150;2;0.83
09/02/2021;2;170;1;0.53
09/02/2021;2;170;2;0.67
09/02/2021;2;170;2;0.57
09/02/2021;2;170;3;0.92
09/02/2021;3;200;1;0.37
09/02/2021;3;200;2;0.9
09/02/2021;4;180;1;0.44
09/02/2021;4;180;2;1.21
09/02/2021;4;180;2;0.46
09/02/2021;4;180;3;1.14
09/02/2021;4;180;3;0.45
09/02/2021;4;180;4;1.16
09/02/2021;4;180;4;0.39
09/02/2021;4;180;5;1.23
09/02/2021;4;180;5;0.44
09/02/2021;4;180;6;1.24
09/02/2021;4;180;6;0.39
09/02/2021;4;180;7;1.26
09/02/2021;4;180;7;0.36
09/02/2021;4;180;8;0.98
09/02/2021;5;180;1;0.46
09/02/2021;5;180;2;1.12
09/02/2021;5;180;2;0.52
09/02/2021;5;180;3;1.01
09/02/2021;5;180;3;0.46
09/02/2021;5;180;4;1.2
09/02/2021;5;180;4;0.43
09/02/2021;5;180;5;1.36
09/02/2021;5;180;5;0.42
09/02/2021;5;180;6;1.34
09/02/2021;5;180;6;0.43
09/02/2021;5;180;7;1.2
09/02/2021;5;180;7;0.42
09/02/2021;5;180;8;1.33
09/02/2021;6;180;1;0.38
09/02/2021;6;180;2;0.87
09/02/2021;6;180;2;0.41
09/02/2021;6;180;3;1.26
09/02/2021;6;180;3;0.46
09/02/2021;6;180;4;1.08
09/02/2021;6;180;4;0.44
09/02/2021;6;180;5;1.14
09/02/2021;6;180;5;0.4
09/02/2021;6;180;6;1.04
09/02/2021;6;180;6;0.39
09/02/2021;6;180;7;0.99
09/02/2021;6;180;7;0.34
09/02/2021;6;180;8;0.91
02/02/2021;1;150;1;0.54
02/02/2021;1;150;2;0.51
02/02/2021;1;150;2;0.61
02/02/2021;1;150;3;0.65
02/02/2021;2;170;1;0.51
02/02/2021;2;170;2;0.56
02/02/2021;3;170;1;0.57
02/02/2021;3;170;2;0.8
02/02/2021;4;200;1;0.35
02/02/2021;4;200;2;0.63
02/02/2021;5;180;1;0.43
02/02/2021;5;180;2;0.94
02/02/2021;5;180;2;0.47
02/02/2021;5;180;3;1.04
02/02/2021;5;180;3;0.44
02/02/2021;5;180;4;1.13
02/02/2021;5;180;4;0.44
02/02/2021;5;180;5;1.15
02/02/2021;5;180;5;0.38
02/02/2021;5;180;6;0.84
02/02/2021;6;180;1;0.39
02/02/2021;6;180;2;0.73
02/02/2021;6;180;2;0.44
02/02/2021;6;180;3;0.74
02/02/2021;6;180;3;0.43
02/02/2021;6;180;4;0.81
02/02/2021;6;180;4;0.41
02/02/2021;6;180;5;0.82
02/02/2021;6;180;5;0.38
02/02/2021;6;180;6;0.95
02/02/2021;7;180;1;0.43
02/02/2021;7;180;2;0.86
02/02/2021;7;180;2;0.45
02/02/2021;7;180;3;0.72
02/02/2021;7;180;3;0.45
02/02/2021;7;180;4;0.86
02/02/2021;7;180;4;0.44
02/02/2021;7;180;5;0.95
02/02/2021;7;180;5;0.41
02/02/2021;7;180;6;0.99
23/01/2021;1;150;1;0.64
23/01/2021;1;150;2;0.99
23/01/2021;1;150;2;0.65
23/01/2021;1;150;3;1.01
23/01/2021;2;170;1;0.57
23/01/2021;2;170;2;1.05
23/01/2021;3;200;1;0.4
23/01/2021;3;200;2;1.11
23/01/2021;4;180;1;0.49
23/01/2021;4;180;2;1.05
23/01/2021;4;180;2;0.52
23/01/2021;4;180;3;1.1
23/01/2021;4;180;3;0.42
23/01/2021;4;180;4;1.07
23/01/2021;4;180;4;0.45
23/01/2021;4;180;5;1.27
23/01/2021;4;180;5;0.43
23/01/2021;4;180;6;1.18
23/01/2021;4;180;6;0.4
23/01/2021;4;180;7;1.19
23/01/2021;5;180;1;0.43
23/01/2021;5;180;2;1.05
23/01/2021;5;180;2;0.47
23/01/2021;5;180;3;1.15
23/01/2021;5;180;3;0.49
23/01/2021;5;180;4;1.26
23/01/2021;5;180;4;0.44
23/01/2021;5;180;5;1.32
23/01/2021;5;180;5;0.4
23/01/2021;5;180;6;1.25
23/01/2021;5;180;6;0.42
23/01/2021;5;180;7;1.11
07/01/2021;1;150;1;0.47
07/01/2021;1;150;2;0.61
07/01/2021;1;150;2;0.59
07/01/2021;1;150;3;0.75
07/01/2021;2;120;1;0.59
07/01/2021;2;120;2;0.95
07/01/2021;2;120;2;0.67
07/01/2021;2;120;3;0.96
07/01/2021;2;120;3;0.61
07/01/2021;2;120;4;0.97
07/01/2021;2;120;4;0.65
07/01/2021;2;120;5;0.93
07/01/2021;2;120;5;0.66
07/01/2021;2;120;6;0.86
07/01/2021;2;120;6;0.69
07/01/2021;2;120;7;0.87
07/01/2021;2;120;7;0.61
07/01/2021;2;120;8;0.91
07/01/2021;2;120;8;0.62
07/01/2021;2;120;9;0.88
07/01/2021;2;120;9;0.65
07/01/2021;2;120;10;0.97
07/01/2021;2;120;10;0.6
07/01/2021;2;120;11;0.92
07/01/2021;2;120;11;0.59
07/01/2021;2;120;12;0.9
07/01/2021;2;120;12;0.6
07/01/2021;2;120;13;0.88
07/01/2021;2;120;13;0.66
07/01/2021;2;120;14;0.98
07/01/2021;2;120;14;0.66
07/01/2021;2;120;15;0.9
07/01/2021;2;120;15;0.58
07/01/2021;2;120;16;0.96
07/01/2021;2;120;16;0.59
07/01/2021;2;120;17;0.88
07/01/2021;2;120;17;0.57
07/01/2021;2;120;18;0.89
07/01/2021;2;120;18;0.53
07/01/2021;2;120;19;0.83
07/01/2021;2;120;19;0.52
07/01/2021;2;120;20;0.68
07/01/2021;2;120;20;0.6
07/01/2021;2;120;21;0.99
29/12/2020;1;200;1;0.42
29/12/2020;1;200;2;0.92
29/12/2020;2;120;1;0.66
29/12/2020;2;120;2;0.95
29/12/2020;2;120;2;0.66
29/12/2020;2;120;3;0.97
29/12/2020;2;120;3;0.67
29/12/2020;2;120;4;0.94
29/12/2020;2;120;4;0.67
29/12/2020;2;120;5;0.9
29/12/2020;2;120;5;0.66
29/12/2020;2;120;6;0.9
29/12/2020;2;120;6;0.66
29/12/2020;2;120;7;0.92
29/12/2020;2;120;7;0.69
29/12/2020;2;120;8;0.89
29/12/2020;2;120;8;0.64
29/12/2020;2;120;9;0.97
29/12/2020;2;120;9;0.66
29/12/2020;2;120;10;0.9
29/12/2020;2;120;10;0.64
29/12/2020;2;120;11;0.93
29/12/2020;2;120;11;0.63
29/12/2020;2;120;12;0.98
29/12/2020;2;120;12;0.6
29/12/2020;2;120;13;0.96
29/12/2020;2;120;13;0.59
29/12/2020;2;120;14;0.91
29/12/2020;2;120;14;0.6
29/12/2020;2;120;15;0.93
29/12/2020;2;120;15;0.58
29/12/2020;2;120;16;1.03
29/12/2020;2;120;16;0.6
29/12/2020;2;120;17;1.04
29/12/2020;2;120;17;0.53
29/12/2020;2;120;18;0.89
29/12/2020;2;120;18;0.6
29/12/2020;2;120;19;0.97
29/12/2020;2;120;19;0.58
29/12/2020;2;120;20;0.98
29/12/2020;2;120;20;0.56
29/12/2020;2;120;21;0.96
29/12/2020;2;120;21;0.53
29/12/2020;2;120;22;1.02
29/12/2020;2;120;22;0.48
29/12/2020;2;120;23;0.97
29/12/2020;2;120;23;0.53
29/12/2020;2;120;24;1.02
29/12/2020;2;120;24;0.42
29/12/2020;2;120;25;0.82
29/12/2020;2;120;25;0.43
29/12/2020;2;120;26;0.77
29/12/2020;3;120;1;0.64
29/12/2020;3;120;2;0.85
29/12/2020;3;120;2;0.67
29/12/2020;3;120;3;1.01
29/12/2020;3;120;3;0.57
29/12/2020;3;120;4;1.09
29/12/2020;3;120;4;0.62
29/12/2020;3;120;5;1
29/12/2020;3;120;5;0.68
29/12/2020;3;120;6;0.96
29/12/2020;3;120;6;0.66
29/12/2020;3;120;7;0.87
29/12/2020;3;120;7;0.66
29/12/2020;3;120;8;0.88
29/12/2020;3;120;8;0.62
29/12/2020;3;120;9;0.83
29/12/2020;3;120;9;0.6
29/12/2020;3;120;10;0.93
23/12/2020;1;170;1;0.52
23/12/2020;1;170;2;0.86
23/12/2020;2;170;1;0.54
23/12/2020;2;170;2;0.71
23/12/2020;3;200;1;0.33
23/12/2020;3;200;2;0.9
23/12/2020;4;200;1;0.38
23/12/2020;4;200;2;0.66
23/12/2020;5;100;1;0.61
23/12/2020;5;100;2;0.79
23/12/2020;5;100;2;0.65
23/12/2020;5;100;3;0.89
23/12/2020;5;100;3;0.68
23/12/2020;5;100;4;0.87
23/12/2020;5;100;4;0.66
23/12/2020;5;100;5;0.81
23/12/2020;5;100;5;0.66
23/12/2020;5;100;6;0.89
23/12/2020;5;100;6;0.64
23/12/2020;5;100;7;0.91
23/12/2020;5;100;7;0.63
23/12/2020;5;100;8;0.82
23/12/2020;5;100;8;0.62
23/12/2020;5;100;9;0.84
23/12/2020;5;100;9;0.59
23/12/2020;5;100;10;0.86
23/12/2020;5;100;10;0.63
23/12/2020;5;100;11;0.89
23/12/2020;5;100;11;0.63
23/12/2020;5;100;12;0.87
23/12/2020;5;100;12;0.61
23/12/2020;5;100;13;0.85
23/12/2020;5;100;13;0.59
23/12/2020;5;100;14;0.77
23/12/2020;5;100;14;0.58
23/12/2020;5;100;15;0.84
23/12/2020;5;100;15;0.58
23/12/2020;5;100;16;0.77
23/12/2020;5;100;16;0.59
23/12/2020;5;100;17;0.83
23/12/2020;5;100;17;0.58
23/12/2020;5;100;18;0.89
23/12/2020;5;100;18;0.55
23/12/2020;5;100;19;0.81
23/12/2020;5;100;19;0.53
23/12/2020;5;100;20;0.68
23/12/2020;5;100;20;0.53
23/12/2020;5;100;21;0.7
23/12/2020;5;100;21;0.54
23/12/2020;5;100;22;0.68
23/12/2020;5;100;22;0.5
23/12/2020;5;100;23;0.79
23/12/2020;5;100;23;0.51
23/12/2020;5;100;24;0.6
23/12/2020;5;100;24;0.53
23/12/2020;5;100;25;0.75
23/12/2020;5;100;25;0.48
23/12/2020;5;100;26;0.69
23/12/2020;6;100;1;0.66
23/12/2020;6;100;2;0.72
23/12/2020;6;100;2;0.66
23/12/2020;6;100;3;0.68
23/12/2020;6;100;3;0.72
23/12/2020;6;100;4;0.66
23/12/2020;6;100;4;0.63
23/12/2020;6;100;5;0.6
23/12/2020;6;100;5;0.58
23/12/2020;6;100;6;0.74
23/12/2020;6;100;6;0.6
23/12/2020;6;100;7;0.68
23/12/2020;6;100;7;0.6
23/12/2020;6;100;8;0.75
23/12/2020;6;100;8;0.61
23/12/2020;6;100;9;0.7
23/12/2020;6;100;9;0.61
23/12/2020;6;100;10;0.73
23/12/2020;6;100;10;0.61
23/12/2020;6;100;11;0.61
23/12/2020;6;100;11;0.6
23/12/2020;6;100;12;0.68
23/12/2020;6;100;12;0.63
23/12/2020;6;100;13;0.58
23/12/2020;6;100;13;0.61
23/12/2020;6;100;14;0.69
23/12/2020;6;100;14;0.59
23/12/2020;6;100;15;0.54
23/12/2020;6;100;15;0.53
23/12/2020;6;100;16;0.71
23/12/2020;6;100;16;0.59
23/12/2020;6;100;17;0.62
23/12/2020;6;100;17;0.61
23/12/2020;6;100;18;0.7
23/12/2020;6;100;18;0.57
23/12/2020;6;100;19;0.56
23/12/2020;6;100;19;0.53
23/12/2020;6;100;20;0.56
23/12/2020;6;100;20;0.48
23/12/2020;6;100;21;0.72
23/12/2020;6;100;21;0.55
23/12/2020;6;100;22;0.59
23/12/2020;6;100;22;0.61
23/12/2020;6;100;23;0.69
23/12/2020;6;100;23;0.53
23/12/2020;6;100;24;0.64
23/12/2020;6;100;24;0.54
23/12/2020;6;100;25;0.54
23/12/2020;6;100;25;0.46
23/12/2020;6;100;26;0.61
18/11/2020;1;120;1;0.84
18/11/2020;1;120;2;1.07
18/11/2020;1;120;2;0.84
18/11/2020;1;120;3;1.07
18/11/2020;1;120;3;0.89
18/11/2020;1;120;4;0.93
18/11/2020;2;150;1;0.68
18/11/2020;2;150;2;1.01
18/11/2020;3;170;1;0.56
